epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
46,0.025194189,0.019147415,0.025575802,0.023194958,0.02751416,0.02586537,0.029315738,0.026052171,0.026726458,0.028736308,0.02712229,0.029408365,0.024421863,0.022327682,0.021568038,0.022943716,0.023135193,0.02119635,0.025184177,0.02191126,0.019964492,0.023207508,0.019593213,0.021945305,0.021286344,0.019154107,0.023746327,0.020778732,0.01872422,0.017593237,0.018228877,0.014481121,0.016561355,0.014011918,0.013945382,0.013444352,0.0153937675,0.015339858,0.01473511,0.017255217,0.014507419,0.016072713,0.01636992,0.01731417,0.017278751,0.013543633,0.015714323,0.015596734,0.01767037
47,0.02536784,0.019190026,0.025644315,0.023196692,0.02740296,0.025892243,0.029270397,0.026295148,0.026645,0.028850183,0.027217994,0.02965346,0.024461001,0.0222696,0.021548351,0.022976317,0.023207761,0.021163022,0.0250606,0.02196682,0.019874025,0.023173999,0.019556116,0.021838864,0.021239288,0.019107325,0.023746524,0.0208277,0.018792648,0.01762694,0.018273741,0.014411652,0.01651257,0.013968673,0.013905223,0.013416503,0.015337713,0.015334146,0.014684947,0.017080445,0.014496759,0.016059756,0.016314223,0.017341243,0.017210875,0.013569006,0.015688723,0.01570137,0.017629215
48,0.025352325,0.019195594,0.025627553,0.023150641,0.027411493,0.025946807,0.029161196,0.026286563,0.026705611,0.028960604,0.027250115,0.029589295,0.024358764,0.022314548,0.021579208,0.022953171,0.023250578,0.021207346,0.02510175,0.022008399,0.019901648,0.023137826,0.019542594,0.02177684,0.021267919,0.019109821,0.02369392,0.020830577,0.018806856,0.017627954,0.018229814,0.014464705,0.016567176,0.0139415,0.013856142,0.013413252,0.015367868,0.01523875,0.014659609,0.017149176,0.01449403,0.016094113,0.016355265,0.017321648,0.017236546,0.013510848,0.015686503,0.015665416,0.017640049
49,0.025275271,0.019258972,0.025647018,0.02314102,0.027367948,0.025896141,0.029214026,0.026336513,0.026807554,0.028947698,0.027128065,0.029634345,0.024388963,0.022375263,0.021436922,0.023030905,0.023162741,0.021151867,0.025252433,0.021966252,0.019935725,0.023103543,0.01957745,0.021806514,0.02127815,0.019105054,0.023729887,0.020827875,0.018794976,0.017656203,0.018227736,0.01447261,0.01651053,0.01390215,0.013853618,0.01336754,0.015330515,0.015273228,0.014618939,0.017133366,0.014510306,0.016077917,0.016386226,0.017331304,0.017221652,0.013567417,0.015719417,0.01561455,0.01764558
50,0.025258929,0.019274656,0.025612341,0.02313079,0.027372396,0.02583652,0.029213294,0.026257042,0.026785756,0.028785253,0.027226878,0.029595235,0.024473786,0.02238297,0.021602778,0.023095828,0.023298817,0.021183172,0.025173364,0.022004182,0.019904843,0.023071704,0.019549008,0.021914361,0.021280952,0.019126715,0.023704488,0.020868234,0.018782867,0.017632201,0.018178822,0.014491447,0.01645269,0.013879175,0.01382832,0.013360892,0.015328912,0.015244841,0.014651309,0.017122071,0.014509003,0.016029632,0.016356908,0.017433448,0.01719455,0.013569505,0.015721243,0.015614664,0.01763329
51,0.025295042,0.019260872,0.025642296,0.023134062,0.02739782,0.025930021,0.029236034,0.026305916,0.026752973,0.02895555,0.027170364,0.029687434,0.024363281,0.022376565,0.02160038,0.022992067,0.023250367,0.021163313,0.02527155,0.021955991,0.019874653,0.023155658,0.019576048,0.02179478,0.021302357,0.019146638,0.02381121,0.02085623,0.018793304,0.017618421,0.018194491,0.01445496,0.016476378,0.013858716,0.013820359,0.013330656,0.015297923,0.015227427,0.014623508,0.017106984,0.014498129,0.016018163,0.016371699,0.017318059,0.017230172,0.013534787,0.015699398,0.015578488,0.017688492
52,0.025221458,0.01929535,0.025661565,0.023131244,0.027459143,0.025908003,0.029351208,0.02632906,0.02685163,0.028880307,0.027118834,0.029619861,0.024396647,0.022384433,0.02157978,0.02305986,0.023267075,0.021224493,0.025274549,0.021992065,0.019886063,0.023214094,0.0195551,0.021836199,0.02128687,0.019157644,0.023789298,0.020836882,0.018793277,0.017557709,0.018215295,0.014476206,0.016446618,0.013827662,0.013796051,0.013315097,0.015247842,0.015173261,0.01459463,0.017137099,0.014550707,0.01597,0.01632323,0.017400209,0.0171999,0.013553643,0.015676806,0.015555981,0.017620115
53,0.025278775,0.019330516,0.02570557,0.02313622,0.027427683,0.025956953,0.029129975,0.026440343,0.026834449,0.02900075,0.027247854,0.02969514,0.02432558,0.022350531,0.021597907,0.0230464,0.023260932,0.021186106,0.025228148,0.021982392,0.019917758,0.0231847,0.019507509,0.021853406,0.02136548,0.01912896,0.023669027,0.020868104,0.018783422,0.017579444,0.018151492,0.014443852,0.01646465,0.013789499,0.013794619,0.013339183,0.015287605,0.015180365,0.014571803,0.017139392,0.014503115,0.015977893,0.016309457,0.017448517,0.017181935,0.013546303,0.015683161,0.01555464,0.0176125
54,0.025245052,0.019282477,0.025633268,0.023153175,0.027483253,0.025917472,0.029238053,0.026435606,0.026919922,0.0290403,0.0272283,0.029614847,0.024303379,0.022376481,0.021571958,0.023083689,0.023178421,0.021189744,0.025271708,0.021892907,0.01991517,0.023236962,0.019568555,0.02179163,0.021382833,0.019133711,0.023693291,0.020870984,0.018838849,0.017614681,0.018166302,0.01448053,0.016480928,0.013794025,0.013768084,0.013313381,0.015239251,0.01522648,0.014597983,0.017107468,0.01452404,0.015915092,0.016316015,0.017395664,0.017182862,0.013532788,0.015704865,0.015504552,0.017643018
55,0.025247691,0.01934911,0.025750512,0.023180375,0.027394427,0.025908832,0.02918283,0.026458614,0.02682972,0.02893203,0.027079822,0.029651467,0.024322402,0.022421995,0.021533512,0.023018017,0.023287637,0.021252442,0.025273265,0.021987768,0.019936725,0.023172628,0.019580156,0.021886867,0.021305636,0.01905564,0.02382843,0.020828994,0.018755993,0.01763312,0.018182993,0.014498784,0.016509693,0.013761058,0.013750577,0.0132896,0.01524626,0.015186184,0.014599599,0.017119566,0.014485698,0.015962545,0.016340377,0.01745491,0.017204015,0.013519109,0.015716014,0.015524384,0.017601892
56,0.025286352,0.019388737,0.025786808,0.023101255,0.027501106,0.025911864,0.029196894,0.026410498,0.026983699,0.028945837,0.02712421,0.02961388,0.024396652,0.022394042,0.021586608,0.023071522,0.02332978,0.021199275,0.02525703,0.0219197,0.019907936,0.023147212,0.01962874,0.021848597,0.021348765,0.019120386,0.0236874,0.020874765,0.018826563,0.017609192,0.018151646,0.014485557,0.016470507,0.013751017,0.013749709,0.013309438,0.015289536,0.015096754,0.01458875,0.017104987,0.014548177,0.015854683,0.01632221,0.017433496,0.017134525,0.013560732,0.015604302,0.015525883,0.017612752
57,0.02530483,0.019385207,0.02580409,0.023099225,0.02749254,0.025940575,0.029224122,0.02643869,0.026928151,0.029059693,0.027194306,0.029684443,0.024276616,0.022427592,0.021633852,0.023008376,0.023242842,0.021166699,0.025292473,0.021957563,0.01990605,0.023168685,0.019590504,0.0218347,0.021276029,0.019123659,0.023698699,0.020876236,0.01876546,0.017603816,0.018158218,0.014477157,0.016468683,0.013731243,0.013743326,0.013298762,0.015282424,0.015113641,0.014567968,0.017110106,0.014535801,0.015837418,0.016326357,0.017426167,0.01711631,0.013549148,0.015704058,0.015497019,0.017650409
58,0.02529157,0.019398957,0.025802024,0.023087906,0.027506167,0.025934594,0.029259672,0.02643997,0.026958212,0.029039025,0.027112773,0.029646782,0.024343519,0.02236772,0.021584315,0.023052664,0.023268888,0.021171616,0.025298957,0.021915784,0.019883122,0.023184322,0.019575916,0.02187322,0.021324478,0.019091746,0.023754893,0.020780068,0.018712418,0.01765249,0.018167365,0.01446502,0.016545322,0.013749296,0.013730907,0.013297257,0.015247518,0.0151196625,0.014535782,0.017172625,0.014559423,0.015868153,0.016348816,0.017413141,0.017134177,0.013554715,0.015697703,0.015421036,0.017658168
59,0.025274513,0.019311413,0.025814367,0.023033233,0.027548378,0.025950989,0.02930878,0.02654991,0.026838802,0.02913475,0.0271236,0.029647557,0.024434231,0.022301484,0.021680549,0.023090366,0.023265455,0.021207234,0.025323613,0.022007074,0.019833192,0.023128381,0.019540556,0.021796959,0.021379976,0.01921088,0.02374366,0.0207368,0.01892262,0.017591918,0.01818407,0.0144817,0.016464641,0.013728197,0.013693708,0.013277372,0.015201807,0.015067763,0.014536797,0.017050136,0.014456858,0.015830584,0.01631375,0.017450305,0.017129669,0.013511248,0.015666401,0.015394357,0.017829468
