epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,0.02375961,0.017697291,0.023899062,0.022901537,0.026444254,0.023717746,0.027790137,0.021912,0.023423342,0.022447146,0.026894331,0.0236081,0.020621045,0.020805351,0.022115435,0.020356512,0.020862052,0.021433886,0.022704449,0.020605793,0.021658925,0.020535372,0.01876843,0.019481841,0.01918585,0.020675814,0.02368683,0.020490501,0.018029815,0.017203448,0.017452437,0.015616067,0.017722934,0.018964268,0.018560782,0.017604157,0.019676188,0.019510703,0.017840188,0.02031671,0.016210582,0.020465136,0.017410992,0.017218256,0.02004164,0.016179936,0.016897427,0.020636851,0.017958807
11,0.023857482,0.017728614,0.023837978,0.022948327,0.026518544,0.023809364,0.028000163,0.022122432,0.023580546,0.022802744,0.027040916,0.024008451,0.020926397,0.020879274,0.022030277,0.020491809,0.021076016,0.02152476,0.022885352,0.020779442,0.021528916,0.020859597,0.018894587,0.019694716,0.0193398,0.020554066,0.023635577,0.020487,0.018138988,0.017253082,0.017392077,0.015521522,0.01771597,0.018583272,0.018250344,0.017264187,0.01935469,0.01915954,0.017614778,0.02000646,0.016146557,0.02011379,0.017381428,0.017314704,0.019802116,0.016000394,0.016865872,0.02028678,0.017990235
12,0.023925418,0.01785366,0.023855958,0.022937654,0.026613947,0.023807677,0.028066857,0.022199571,0.02384775,0.023113104,0.027117038,0.024326142,0.021326719,0.02102235,0.02196897,0.020628942,0.02114823,0.021512061,0.02307589,0.020910973,0.021455707,0.02109593,0.0190367,0.019874161,0.019623637,0.020477075,0.023603076,0.020512104,0.018197048,0.017262416,0.017409708,0.015454465,0.017645944,0.018310538,0.017914467,0.01701773,0.019064896,0.018866101,0.017404879,0.019838521,0.015999068,0.019811144,0.017332248,0.01731413,0.019658403,0.015807508,0.016824415,0.019904906,0.018024238
13,0.024160387,0.017918238,0.02377844,0.023029724,0.026676517,0.02397713,0.028314516,0.02250893,0.023999657,0.023557806,0.027275002,0.024748031,0.021682605,0.02107333,0.02183223,0.020794583,0.021248434,0.021485722,0.023183152,0.02102894,0.021228243,0.021328457,0.019152911,0.020077739,0.01984253,0.020429302,0.023576105,0.020569218,0.018260246,0.017253034,0.017361755,0.01534482,0.017578498,0.01801123,0.0176494,0.016699556,0.018808713,0.018565597,0.017160233,0.01947952,0.015873825,0.019517582,0.017237287,0.017306548,0.019435087,0.015643103,0.016725734,0.01957462,0.018035702
14,0.024184862,0.017978381,0.023799859,0.023050088,0.026708102,0.024030048,0.028358744,0.02263297,0.02414435,0.023832481,0.027335377,0.025044002,0.022001605,0.021171154,0.0218548,0.020930387,0.021366421,0.021541832,0.023380004,0.021097876,0.02117265,0.021516254,0.01922819,0.020269588,0.019990735,0.02026271,0.023515573,0.020582315,0.018308375,0.017320147,0.0174005,0.015245613,0.017531306,0.01772187,0.017363386,0.01648146,0.01855905,0.018358318,0.017004156,0.019300885,0.015851665,0.019279862,0.017189581,0.017358279,0.019320946,0.015430374,0.016721243,0.019279735,0.01799196
15,0.024414137,0.018000368,0.023860529,0.02305795,0.026764715,0.024172843,0.028565012,0.022926396,0.024286838,0.024236998,0.027404346,0.025451096,0.02231304,0.021210426,0.021725245,0.021088101,0.021454463,0.021575378,0.023407498,0.02121429,0.021079898,0.021666288,0.019325284,0.020373095,0.020119576,0.020145586,0.023511322,0.020653618,0.018418837,0.017303044,0.01743743,0.0151657965,0.017420603,0.017483976,0.01709065,0.016204111,0.018301463,0.018097768,0.01685283,0.01905574,0.015712775,0.01904692,0.017117186,0.01727838,0.019169072,0.015235435,0.016645715,0.018975662,0.017982312
16,0.024522956,0.01802587,0.023917073,0.023109917,0.026793137,0.024251768,0.028631812,0.02306764,0.024524534,0.024575833,0.027458608,0.025711846,0.022528905,0.021230785,0.021645194,0.021231338,0.02147862,0.0214996,0.023563998,0.02132915,0.020989716,0.021827139,0.019370314,0.020553248,0.020371025,0.020136023,0.023444302,0.020711757,0.01847316,0.017277319,0.017497532,0.01510656,0.017276905,0.017220866,0.016844885,0.016004609,0.018086996,0.017890466,0.016700294,0.018894905,0.015573829,0.0188057,0.017079033,0.017303057,0.01905936,0.015113808,0.016645472,0.018695489,0.017947597
17,0.024573362,0.018114971,0.023952521,0.02313513,0.026885249,0.0243615,0.028704049,0.02322176,0.0246023,0.024854444,0.027517846,0.026007526,0.02275966,0.021353634,0.021690622,0.021352334,0.02158944,0.021565966,0.023622144,0.021377454,0.020875802,0.02200532,0.019454192,0.020683907,0.020473761,0.020085432,0.023493448,0.020635555,0.018531106,0.017354673,0.017525265,0.015000449,0.01723022,0.016979534,0.016613603,0.015775312,0.017881302,0.017657941,0.016533922,0.018700816,0.01551418,0.018614762,0.017062206,0.017262354,0.018887212,0.014999004,0.016565828,0.018449679,0.017911179
18,0.024607385,0.018079361,0.023847759,0.023185993,0.026951876,0.024439655,0.028839959,0.023354746,0.024788767,0.025175288,0.027499897,0.026264848,0.022981316,0.021445695,0.021610333,0.021556914,0.02170305,0.021578062,0.023712723,0.021530146,0.020770036,0.022153197,0.019441819,0.020900311,0.020587154,0.019948253,0.023451274,0.020701079,0.018565197,0.017286463,0.017598707,0.014997514,0.017168783,0.016801033,0.016400488,0.015573618,0.017714642,0.017511912,0.01637843,0.01854629,0.015411874,0.018386653,0.017043507,0.017241158,0.01877633,0.014813074,0.016550662,0.018231878,0.01789495
19,0.024720281,0.018120002,0.023956498,0.02300426,0.026985267,0.024656264,0.028955447,0.023661163,0.025011707,0.025546484,0.027597032,0.026599543,0.023188163,0.021385774,0.021532053,0.021642206,0.02174006,0.021586722,0.023861742,0.021530218,0.020588474,0.022282101,0.019525826,0.020913087,0.02071274,0.01989215,0.023395909,0.020719832,0.018544815,0.017284008,0.017593976,0.014863944,0.017112415,0.01657261,0.016225196,0.015335832,0.01756098,0.017327722,0.016182303,0.01844914,0.015342042,0.018162265,0.016974159,0.017253326,0.018681724,0.014706276,0.016545806,0.01804951,0.017920937
20,0.024806894,0.018194022,0.023985077,0.023089929,0.0270361,0.024752129,0.028943945,0.023783771,0.025081173,0.025789177,0.027580846,0.026812838,0.023320189,0.021544037,0.021511586,0.021842198,0.021820461,0.02159965,0.02389241,0.021607196,0.020575741,0.022386033,0.019605571,0.021008708,0.02078872,0.019839505,0.023450106,0.020690756,0.018624952,0.017281402,0.01763099,0.014813295,0.017034499,0.01634306,0.016020061,0.015171823,0.017376468,0.017180657,0.016102511,0.018287787,0.015270071,0.0180396,0.016928256,0.017260257,0.018544998,0.014589884,0.016472649,0.017811894,0.01787609
21,0.024839496,0.018254839,0.023978276,0.02312255,0.027096545,0.024879504,0.029021377,0.023937136,0.02538309,0.026021466,0.027477512,0.027087776,0.02345298,0.02160678,0.021419423,0.021956466,0.021931903,0.021522854,0.023967864,0.021558942,0.02049929,0.022522653,0.01958168,0.021189034,0.020881219,0.019790132,0.02345143,0.020698177,0.01866335,0.017335026,0.017638857,0.014787008,0.01693832,0.016165,0.015845953,0.015033596,0.017224632,0.017088303,0.015966993,0.018204601,0.015227284,0.017858902,0.016884273,0.017213222,0.018456217,0.014463896,0.016408678,0.01761001,0.017855525
22,0.024879474,0.01827148,0.024008518,0.02309144,0.027145462,0.024892386,0.029057004,0.024091208,0.025453044,0.026203405,0.027510589,0.027282706,0.023577552,0.021659646,0.021447333,0.02205233,0.022110233,0.02153168,0.02404496,0.021688832,0.020427698,0.022630459,0.019649858,0.021273518,0.020877514,0.019764625,0.023475884,0.020728076,0.018657655,0.017314218,0.0176761,0.014700301,0.016891582,0.01597916,0.015717316,0.014863993,0.017118407,0.016893584,0.015874533,0.0181429,0.01513496,0.017686544,0.01684809,0.017202212,0.018375453,0.014378717,0.016398868,0.017461212,0.017857367
23,0.024977349,0.018324355,0.024074415,0.023170179,0.027203048,0.024980012,0.029146457,0.024224263,0.025578858,0.026485022,0.027537208,0.027545875,0.023757285,0.021672038,0.021448027,0.02213087,0.022128057,0.021527369,0.024124885,0.021665456,0.020340294,0.022723516,0.019610474,0.021302395,0.020952344,0.01968204,0.02349347,0.020760128,0.018694967,0.017342001,0.017720418,0.014655979,0.016868439,0.015809972,0.015569673,0.014746599,0.016931234,0.016761195,0.015765466,0.018027596,0.015032395,0.017570147,0.01677367,0.017205838,0.018268682,0.014294373,0.016276823,0.017271247,0.017847678
24,0.025017345,0.018299164,0.024195448,0.023126889,0.027300183,0.02507026,0.029197367,0.024359923,0.025725566,0.02665661,0.027476346,0.02769232,0.023855692,0.021744307,0.021420484,0.022246351,0.022318844,0.021492856,0.024222052,0.021684254,0.020282783,0.022782654,0.019580323,0.021501858,0.021034503,0.01966361,0.023403896,0.020677859,0.018666416,0.017324694,0.017736591,0.014631935,0.01681776,0.01564625,0.015434259,0.014598575,0.016808748,0.01661666,0.015648037,0.017973108,0.014998834,0.017432028,0.016720781,0.01718286,0.01821463,0.014213563,0.01634752,0.017112315,0.017844686
25,0.025024923,0.018364122,0.024182297,0.023075936,0.027261991,0.025181098,0.029098362,0.024538416,0.02583433,0.026792033,0.027486699,0.027863337,0.023837073,0.021784224,0.021440558,0.022285819,0.022336422,0.02144694,0.024245208,0.021773785,0.020314422,0.02280771,0.01962149,0.021520928,0.02094711,0.019590937,0.02343315,0.020746395,0.018706456,0.01739855,0.017815972,0.014615374,0.016805528,0.015530252,0.01534173,0.014511148,0.016713304,0.016484799,0.01562497,0.017844088,0.014942632,0.017368734,0.016730892,0.017255917,0.018151889,0.014195432,0.016348703,0.016930234,0.017847667
26,0.025121605,0.01846593,0.024334108,0.0231101,0.027392417,0.025288707,0.029228218,0.02468597,0.025917865,0.027055684,0.027444342,0.028114848,0.024010183,0.021759255,0.02138324,0.022299236,0.022369072,0.021422261,0.024341172,0.021752631,0.020227859,0.022891302,0.019680705,0.021539021,0.02097187,0.019533802,0.023396352,0.020691939,0.018707754,0.017317828,0.017787904,0.0145910615,0.016727334,0.015425006,0.015209397,0.01442368,0.01663523,0.01637174,0.0155280465,0.01780054,0.014899611,0.017203,0.016662695,0.017251445,0.018094959,0.01409315,0.016278315,0.016795581,0.017766045
27,0.025059553,0.018642502,0.024376947,0.0231733,0.027358424,0.025239909,0.029202174,0.024699254,0.025969176,0.027109671,0.027413614,0.028099641,0.024135854,0.021928884,0.021387424,0.022461627,0.022395045,0.021443237,0.024393227,0.021842172,0.020239381,0.022852987,0.019604206,0.021570763,0.02102076,0.019660197,0.023523781,0.020687487,0.018717036,0.017363388,0.017796937,0.014593458,0.016718507,0.01524177,0.015087518,0.014321608,0.016538283,0.016287,0.015436112,0.017738512,0.01487704,0.017151166,0.016661448,0.017237427,0.017962899,0.013977603,0.016292613,0.016700368,0.017808082
28,0.025098354,0.018650707,0.024467787,0.023215279,0.027456608,0.025362544,0.029273452,0.024847614,0.026081871,0.02727682,0.027398324,0.028280437,0.024139635,0.021928502,0.021402152,0.022504155,0.022444649,0.021454211,0.024485296,0.021794949,0.020202713,0.022874864,0.019655325,0.021593735,0.021124551,0.019560236,0.023472443,0.02066359,0.018750764,0.017311474,0.017848905,0.014569157,0.016660536,0.015154003,0.01497974,0.014237579,0.016380602,0.016206896,0.015363683,0.017693605,0.014861423,0.017035577,0.016634012,0.01723088,0.017883733,0.0139211705,0.01618479,0.016585194,0.017795485
29,0.025238119,0.018716965,0.024544114,0.023227843,0.027425166,0.02557019,0.029234754,0.02508347,0.026110739,0.027594773,0.027410561,0.02857482,0.024241965,0.021932721,0.02137164,0.022519179,0.02249066,0.021424007,0.024512332,0.021753391,0.020092407,0.02289857,0.01958781,0.021577435,0.021109758,0.019521533,0.023504369,0.020592403,0.018738247,0.017358342,0.017897697,0.014519996,0.016631793,0.014997394,0.014883868,0.014137384,0.016273128,0.016116213,0.015257902,0.017655138,0.014880031,0.016928185,0.01663705,0.017184468,0.017810045,0.013877022,0.016124014,0.016486958,0.017743427
30,0.025165971,0.018794985,0.0247078,0.023210423,0.02743635,0.025534462,0.029181411,0.025100399,0.02624227,0.027544603,0.02734861,0.028586246,0.024231404,0.021995042,0.021412766,0.022560611,0.022611676,0.021362487,0.024539355,0.021823576,0.020102123,0.022968903,0.019506313,0.02161569,0.021182774,0.01945608,0.023428334,0.02069094,0.018756062,0.017393408,0.01794273,0.014535856,0.016619157,0.014915262,0.014791733,0.014094141,0.01619154,0.016072001,0.0152587565,0.01762087,0.014829946,0.016854847,0.01662444,0.017289616,0.017771522,0.013887357,0.016079254,0.016391158,0.017738827
31,0.025231753,0.018801548,0.0246747,0.023134235,0.0274299,0.025637837,0.029231621,0.02529846,0.026257943,0.027702335,0.027221061,0.028767066,0.024224995,0.022005891,0.021379724,0.022577126,0.022613678,0.021436982,0.024671737,0.02179464,0.020053135,0.022953363,0.019518295,0.021668047,0.021176565,0.019387247,0.023517955,0.020710608,0.018728107,0.017392963,0.017935578,0.014505424,0.016652277,0.014837581,0.014735767,0.014013591,0.016156733,0.015959082,0.015229808,0.01756398,0.0148265865,0.016756583,0.01662961,0.017274743,0.017722825,0.01384373,0.016051915,0.016334997,0.017769596
32,0.025244625,0.018846912,0.024778135,0.023171164,0.027378824,0.02572927,0.02919376,0.025365561,0.02628413,0.027837351,0.027314108,0.028888501,0.024267096,0.022037087,0.021417743,0.022634936,0.022624027,0.021443289,0.024717398,0.021861661,0.020009262,0.023019694,0.0196009,0.021716725,0.021151774,0.019389981,0.023554344,0.020759653,0.018756693,0.017385956,0.017940518,0.014458408,0.016568597,0.014769187,0.014611151,0.0138978055,0.016095787,0.0158976,0.015138354,0.01748887,0.014770619,0.016698195,0.016603293,0.017252147,0.017685123,0.013764197,0.016000269,0.016258378,0.017721016
33,0.025213497,0.018846357,0.02482386,0.023245936,0.027414799,0.025754774,0.029217845,0.02543112,0.026396869,0.02791763,0.027339598,0.028897041,0.024321325,0.022081684,0.021415114,0.022722911,0.022708826,0.021366533,0.024797672,0.02186297,0.020017209,0.022955809,0.019547038,0.021773234,0.021225609,0.019372068,0.023566822,0.020734055,0.01875999,0.017363228,0.017977912,0.014505014,0.016567415,0.014694119,0.014531951,0.013884391,0.01599991,0.01581162,0.01503378,0.01748741,0.014741238,0.016644167,0.01650941,0.017262157,0.01761867,0.013747044,0.015994983,0.016170036,0.017727343
34,0.02523198,0.018875636,0.024879334,0.023263294,0.027385304,0.025808867,0.02921536,0.02554327,0.026350962,0.02808417,0.027264155,0.029006986,0.024373734,0.022081994,0.021402366,0.022733988,0.02278325,0.021373589,0.02479577,0.021899119,0.020016357,0.023052981,0.019532071,0.021838801,0.021163294,0.019315735,0.023693288,0.02080962,0.018750492,0.017474707,0.018011667,0.01448524,0.016501486,0.014661566,0.014477029,0.013810006,0.015936967,0.015736682,0.014998877,0.017465115,0.014705369,0.016546968,0.01648828,0.01722838,0.017544428,0.013698201,0.015932675,0.016075263,0.01769518
35,0.025282085,0.018961867,0.02491372,0.0233119,0.027461963,0.02581542,0.029241262,0.025588892,0.026425261,0.0282254,0.027296849,0.029069763,0.024344247,0.022105362,0.021427933,0.022718206,0.02279819,0.021381177,0.024867455,0.021900125,0.020024106,0.023063282,0.019529816,0.021782497,0.021196878,0.019291256,0.02362099,0.020764463,0.01881222,0.017504584,0.017883085,0.0144712245,0.016503448,0.014532692,0.014420078,0.013796811,0.0158804,0.015714621,0.014989238,0.017391091,0.014616719,0.016503245,0.016492166,0.017274277,0.017549489,0.013682,0.015897755,0.015997645,0.017676912
36,0.025235362,0.018980665,0.02501731,0.023175137,0.027475985,0.025892228,0.029124398,0.025700405,0.026497036,0.028249256,0.02712329,0.029130898,0.02429021,0.022202592,0.021407248,0.022838062,0.022785563,0.021383189,0.024790857,0.021835228,0.019999253,0.023099365,0.019548722,0.021826372,0.02123524,0.019322855,0.023660589,0.020729076,0.018721353,0.017483635,0.018002957,0.014503903,0.016563145,0.014463005,0.014376247,0.01376562,0.015782349,0.015675547,0.014937013,0.017446322,0.014556855,0.016528027,0.016528955,0.017190425,0.017541936,0.013702668,0.015949404,0.015993226,0.017730935
37,0.025323372,0.019032104,0.025059102,0.023279779,0.02751688,0.02584701,0.029192965,0.025748163,0.026573174,0.028432734,0.027196012,0.029256513,0.0243817,0.02213116,0.02144895,0.022832269,0.022896945,0.021408902,0.024942763,0.021906648,0.01996485,0.02310394,0.01955626,0.021809248,0.021159085,0.019233268,0.02362028,0.02073637,0.018736446,0.01754825,0.018010879,0.014515713,0.016537264,0.014370715,0.014258496,0.013688046,0.01572226,0.015570411,0.014929582,0.017359423,0.014461371,0.016437858,0.01647979,0.01719501,0.01749556,0.013639817,0.01583255,0.015930336,0.017689707
38,0.025233861,0.019028975,0.025187414,0.023152282,0.027434422,0.02590461,0.02913243,0.025811236,0.026587682,0.028480977,0.027087983,0.02924548,0.024369858,0.022208,0.021484867,0.02283874,0.022903247,0.021351416,0.024995403,0.021866905,0.019946843,0.023073295,0.019553062,0.02187997,0.021331163,0.01925796,0.023636965,0.020743007,0.018728508,0.017581347,0.01798867,0.014493054,0.016598795,0.014383551,0.014251614,0.013662295,0.015669364,0.015606889,0.014841612,0.017400555,0.014492263,0.01637286,0.016489498,0.017257905,0.017503427,0.01362522,0.015809096,0.015881047,0.017634384
39,0.025247524,0.019091113,0.025244998,0.023174837,0.027466133,0.02593827,0.029219598,0.025899142,0.026576078,0.028510934,0.027107866,0.029244527,0.024395483,0.02216373,0.021457756,0.022940965,0.022972494,0.021346577,0.025014369,0.021868741,0.019973507,0.023156637,0.019559037,0.021796497,0.021307638,0.019242287,0.023686051,0.020668322,0.018755471,0.01759649,0.018018436,0.014466349,0.016603071,0.014281384,0.0141707845,0.01367866,0.015632957,0.015539586,0.014830099,0.017357994,0.01451258,0.016358092,0.016479224,0.017233418,0.017419992,0.013600363,0.015758265,0.015742207,0.017693417
40,0.025234366,0.019127155,0.025218237,0.023130871,0.027396027,0.025899107,0.029262545,0.02591642,0.026682409,0.028514251,0.027090434,0.029254057,0.024340674,0.022300325,0.021451276,0.022914149,0.022999147,0.021302791,0.025002977,0.021809174,0.019961966,0.02312991,0.019568963,0.02178086,0.021374369,0.01920201,0.023736743,0.020772832,0.01873412,0.01762617,0.018040465,0.014484899,0.016565617,0.014247062,0.014143255,0.01358924,0.015600686,0.015545567,0.014836215,0.01734065,0.014514838,0.016341105,0.01645523,0.017237894,0.017415501,0.0136110205,0.015826108,0.015778922,0.017691407
41,0.025279002,0.019196695,0.025366383,0.02325067,0.027457839,0.025963785,0.02922816,0.02600617,0.026505144,0.02861168,0.027144184,0.02937182,0.024453957,0.022164358,0.0214489,0.022821564,0.023025619,0.021308746,0.024971513,0.021951968,0.019944023,0.023174305,0.019580461,0.021849332,0.021317702,0.019248944,0.023746116,0.020743636,0.018762494,0.01757745,0.018069798,0.014478521,0.01652952,0.014173622,0.014101495,0.013541139,0.015566488,0.015525307,0.014828663,0.017332094,0.014509412,0.016288646,0.016398411,0.017284364,0.017350866,0.013595602,0.015728993,0.015710793,0.017513549
42,0.025282618,0.019128688,0.02549153,0.023204634,0.02744116,0.025905509,0.029244753,0.026028927,0.026601026,0.028714169,0.027208103,0.029395293,0.024417989,0.022240436,0.021501541,0.022887686,0.023056038,0.021310484,0.025028437,0.021863244,0.019912682,0.023119863,0.019552182,0.021839803,0.021255642,0.01925636,0.023659095,0.02068206,0.018762771,0.017570531,0.018139703,0.014463064,0.016550941,0.014097092,0.014065705,0.013528917,0.0154985245,0.015493266,0.014778822,0.017320426,0.014520554,0.016249247,0.016422734,0.01731307,0.017357308,0.0136393,0.0156981,0.015662918,0.017637007
43,0.025281345,0.019116499,0.025425745,0.023158778,0.027482944,0.025964813,0.029162984,0.026078451,0.026553389,0.028760012,0.027146785,0.029394573,0.024337452,0.022233056,0.021537757,0.022922961,0.023078738,0.021268904,0.025163427,0.021988047,0.019878687,0.02319682,0.019574761,0.021824623,0.021286825,0.019251687,0.02382314,0.020727744,0.018755447,0.017605029,0.018134698,0.014429373,0.016563496,0.014106098,0.014044395,0.013527794,0.015464647,0.015432092,0.014770943,0.01724134,0.014505694,0.016205015,0.016389633,0.017277993,0.017321695,0.013587958,0.015759936,0.015634555,0.017621262
44,0.025308752,0.019200642,0.025506472,0.02318171,0.027481042,0.025901595,0.029211063,0.026086768,0.026641075,0.028719636,0.027132338,0.029456275,0.02444149,0.022285683,0.021471826,0.022881595,0.02301262,0.021258824,0.025185067,0.0219148,0.019855196,0.023180945,0.019614043,0.021913188,0.021257939,0.019238204,0.023776814,0.02072881,0.01872621,0.017561417,0.018100018,0.01446644,0.016578605,0.014067617,0.0139844,0.013492007,0.015487204,0.015354449,0.014733633,0.017285848,0.014489438,0.016180975,0.016449327,0.017289117,0.017331699,0.013594431,0.0157315,0.015622972,0.017628314
45,0.025212284,0.01915024,0.025483532,0.023206124,0.027528498,0.025837172,0.029317893,0.026037024,0.026773497,0.028694648,0.027178576,0.029450377,0.024377096,0.022263618,0.021533879,0.022945609,0.023102542,0.021189075,0.025161646,0.021961816,0.019830538,0.02327002,0.019609282,0.02183288,0.021276722,0.019167427,0.023737911,0.020779915,0.018789746,0.017608304,0.018130882,0.014495214,0.01656405,0.014008823,0.013960121,0.0135023715,0.0154519,0.0153488135,0.014726203,0.017261451,0.014497147,0.0161789,0.016384564,0.017327286,0.017294185,0.013590534,0.015721984,0.015616384,0.017631205
