epoch,date,prob_5_1,prob_5_0,prob_4_1_and_4_0,prob_3_1_and_3_0,prob_2_1_and_2_0,prob_1_1_and_0_1
14,2022-06-20,4.2870184e-08,4.122212e-07,0.000103975995,0.004626984,0.06680567,0.087462
14,2016-12-24,5.6406797e-08,5.896254e-07,0.00013736017,0.0056712353,0.07570471,0.08019407
15,2013-06-22,3.6363613e-08,3.747664e-07,9.5802265e-05,0.0043548155,0.06432753,0.0823644
15,2022-06-20,4.2809315e-08,4.0584666e-07,0.000102856124,0.0045921793,0.0665116,0.088622056
15,2016-12-24,5.477442e-08,5.8338986e-07,0.00013624722,0.005644199,0.07553893,0.078849934
16,2013-06-22,3.5626986e-08,3.652918e-07,9.400018e-05,0.00429786,0.063836314,0.08280006
16,2022-06-20,4.2662183e-08,3.9928878e-07,0.000101662255,0.0045542046,0.066182755,0.089692876
16,2016-12-24,5.3236224e-08,5.756661e-07,0.00013486587,0.005608023,0.0752886,0.07778857
17,2013-06-22,3.4795516e-08,3.5483552e-07,9.1985006e-05,0.0042334353,0.06327406,0.08326655
17,2022-06-20,4.2874838e-08,3.9643456e-07,0.00010123577,0.0045420695,0.06609083,0.09069215
17,2016-12-24,5.174422e-08,5.680862e-07,0.00013351113,0.005572562,0.0750439,0.07673854
18,2013-06-22,3.40177e-08,3.457807e-07,9.022652e-05,0.0041771694,0.06278312,0.0835619
18,2022-06-20,4.2819813e-08,3.9153687e-07,0.00010036666,0.0045148577,0.065859266,0.091634125
18,2016-12-24,5.075912e-08,5.652184e-07,0.00013304251,0.0055638645,0.075017385,0.075751305
19,2013-06-22,3.3050007e-08,3.3621444e-07,8.830798e-05,0.0041146167,0.062226176,0.08355634
19,2022-06-20,4.276097e-08,3.8655986e-07,9.94632e-05,0.00448588,0.06560594,0.09260977
19,2016-12-24,4.9756295e-08,5.593369e-07,0.00013203493,0.0055383486,0.0748508,0.0751097
20,2013-06-22,3.2573748e-08,3.301405e-07,8.71555e-05,0.0040784655,0.061918408,0.0838704
20,2022-06-20,4.2898236e-08,3.8472584e-07,9.921589e-05,0.0044798316,0.06557044,0.093279846
20,2016-12-24,4.8461484e-08,5.493268e-07,0.00013027687,0.005490108,0.074497074,0.07457125
21,2013-06-22,3.192856e-08,3.2310012e-07,8.576512e-05,0.0040335176,0.061522536,0.084028564
21,2022-06-20,4.2610477e-08,3.7905815e-07,9.8179196e-05,0.0044476693,0.065299734,0.09399343
21,2016-12-24,4.7351172e-08,5.40798e-07,0.0001287947,0.005450222,0.07421396,0.07408294
22,2013-06-22,3.1553668e-08,3.1809498e-07,8.479066e-05,0.004001999,0.061244976,0.084347665
22,2022-06-20,4.2754927e-08,3.7800802e-07,9.804345e-05,0.0044442103,0.065277815,0.09451764
22,2016-12-24,4.69992e-08,5.3842933e-07,0.00012845571,0.005443618,0.07418893,0.07387651
23,2013-06-22,3.0704868e-08,3.0988267e-07,8.312024e-05,0.003946983,0.060751062,0.08431195
23,2022-06-20,4.2036397e-08,3.7048656e-07,9.659833e-05,0.004399026,0.0648943,0.09482924
23,2016-12-24,4.6050427e-08,5.3085864e-07,0.00012714909,0.005408705,0.073944345,0.07347647
24,2013-06-22,3.024255e-08,3.0526658e-07,8.220167e-05,0.0039173705,0.060491774,0.08432552
24,2022-06-20,4.190373e-08,3.67648e-07,9.605643e-05,0.004381392,0.06473805,0.09523358
24,2016-12-24,4.54288e-08,5.2395933e-07,0.00012598715,0.005377353,0.07372138,0.07346239
25,2013-06-22,2.997636e-08,3.0137136e-07,8.1438826e-05,0.0038924224,0.060269766,0.08465543
25,2022-06-20,4.195971e-08,3.6530835e-07,9.5674084e-05,0.0043700794,0.064648286,0.09590596
25,2016-12-24,4.4520128e-08,5.1614353e-07,0.00012456405,0.0053362753,0.07340198,0.07314204
26,2013-06-22,2.9256089e-08,2.9531722e-07,8.016765e-05,0.003849791,0.059879646,0.08438489
26,2022-06-20,4.1607922e-08,3.6062255e-07,9.4780204e-05,0.004341749,0.06440384,0.096321255
26,2016-12-24,4.4064585e-08,5.1120435e-07,0.00012377679,0.005316779,0.07328144,0.073108055
27,2013-06-22,2.9563022e-08,2.9519126e-07,8.026702e-05,0.0038554233,0.059953906,0.085215375
27,2022-06-20,4.1970512e-08,3.621923e-07,9.5180985e-05,0.004356493,0.06455107,0.096679196
27,2016-12-24,4.348655e-08,5.0483015e-07,0.00012265668,0.0052849487,0.07303911,0.073085636
28,2013-06-22,2.8853888e-08,2.886653e-07,7.890916e-05,0.00380997,0.05953962,0.085108325
28,2022-06-20,4.1562416e-08,3.5712753e-07,9.4211486e-05,0.004325829,0.06428715,0.09708422
28,2016-12-24,4.2839982e-08,4.982662e-07,0.00012150667,0.0052529434,0.07280449,0.072979555
29,2013-06-22,2.8134643e-08,2.829396e-07,7.768394e-05,0.0037683966,0.059155084,0.084744796
29,2022-06-20,4.1156042e-08,3.5277944e-07,9.3368566e-05,0.0042992397,0.06405991,0.09732182
29,2016-12-24,4.214175e-08,4.908592e-07,0.000120158096,0.0052133976,0.072494075,0.072909586
30,2013-06-22,2.7994712e-08,2.7916278e-07,7.6953576e-05,0.0037441317,0.058935925,0.085420795
30,2022-06-20,4.068841e-08,3.4789457e-07,9.239937e-05,0.0042679417,0.063785076,0.0975735
30,2016-12-24,4.1720657e-08,4.8714395e-07,0.00011951336,0.005195742,0.072364375,0.072757244
31,2013-06-22,2.7558785e-08,2.7605554e-07,7.627285e-05,0.0037207992,0.05871802,0.08509392
31,2022-06-20,4.0667885e-08,3.478579e-07,9.2419024e-05,0.004269625,0.06381009,0.097535774
31,2016-12-24,4.1444807e-08,4.83345e-07,0.00011885141,0.0051769903,0.072224565,0.07284997
32,2013-06-22,2.7255512e-08,2.7270076e-07,7.5596436e-05,0.0036985292,0.058518942,0.085203946
32,2022-06-20,4.0748432e-08,3.4750872e-07,9.240542e-05,0.004270349,0.06382716,0.09779473
32,2016-12-24,4.1057636e-08,4.791551e-07,0.000118143165,0.0051577976,0.07208582,0.07281689
33,2013-06-22,2.707799e-08,2.7040983e-07,7.515241e-05,0.0036844267,0.058398724,0.08536366
33,2022-06-20,4.049879e-08,3.4536967e-07,9.198582e-05,0.004257278,0.06371731,0.09781019
33,2016-12-24,4.0561396e-08,4.7282032e-07,0.0001170031,0.0051244316,0.07182619,0.072917216
34,2013-06-22,2.6793414e-08,2.6757445e-07,7.455652e-05,0.0036641478,0.058210924,0.08538077
34,2022-06-20,4.0354667e-08,3.4348272e-07,9.165883e-05,0.004248175,0.06365185,0.097985655
34,2016-12-24,4.01791e-08,4.7119727e-07,0.00011672529,0.0051181028,0.07179168,0.07251642
35,2013-06-22,2.6511913e-08,2.6510708e-07,7.403109e-05,0.0036462317,0.058044374,0.0852969
35,2022-06-20,4.005805e-08,3.4015164e-07,9.099854e-05,0.004226724,0.063462086,0.0982158
35,2016-12-24,4.002923e-08,4.6746993e-07,0.000116101495,0.0051006423,0.07166295,0.072809435
36,2013-06-22,2.6476057e-08,2.6409106e-07,7.3861505e-05,0.0036416661,0.058015045,0.08549296
36,2022-06-20,4.0418996e-08,3.4377706e-07,9.1748356e-05,0.0042518843,0.0636919,0.0980456
36,2016-12-24,3.9698794e-08,4.631812e-07,0.000115274626,0.0050744144,0.07143851,0.07289154
37,2013-06-22,2.5964498e-08,2.5904473e-07,7.278633e-05,0.0036045746,0.05766641,0.085511275
37,2022-06-20,3.973097e-08,3.3820095e-07,9.0605245e-05,0.00421468,0.0633625,0.09801273
37,2016-12-24,3.9264858e-08,4.603938e-07,0.00011481338,0.0050633955,0.07137457,0.07256547
38,2013-06-22,2.589527e-08,2.5817857e-07,7.260915e-05,0.0035986186,0.0576121,0.085569605
38,2022-06-20,3.9750343e-08,3.379793e-07,9.059439e-05,0.0042152265,0.06337592,0.09811156
38,2016-12-24,3.8981334e-08,4.5610162e-07,0.0001139905,0.005037372,0.07115432,0.0727268
39,2013-06-22,2.5881626e-08,2.5733135e-07,7.247792e-05,0.0035954013,0.057595536,0.08578627
39,2022-06-20,3.9234347e-08,3.339908e-07,8.9795045e-05,0.0041900305,0.06316107,0.09803201
39,2016-12-24,3.8675424e-08,4.5251542e-07,0.000113419264,0.005023429,0.0710717,0.072735414
40,2013-06-22,2.566888e-08,2.5524616e-07,7.2023395e-05,0.0035793714,0.05744139,0.08579268
40,2022-06-20,3.988299e-08,3.39383e-07,9.092639e-05,0.004227817,0.06350448,0.09802527
40,2016-12-24,3.870665e-08,4.514529e-07,0.00011323795,0.005017876,0.07102756,0.07295122
41,2013-06-22,2.542688e-08,2.532627e-07,7.158193e-05,0.0035636844,0.057288468,0.085677914
41,2022-06-20,3.92908e-08,3.3387633e-07,8.980745e-05,0.004191236,0.06317948,0.09818622
41,2016-12-24,3.8687855e-08,4.5150878e-07,0.00011330665,0.005021798,0.07107258,0.0729064
42,2013-06-22,2.5342944e-08,2.51862e-07,7.130937e-05,0.0035548776,0.05721234,0.08586021
42,2022-06-20,3.8937763e-08,3.3164156e-07,8.933451e-05,0.0041758236,0.06304278,0.09799952
42,2016-12-24,3.8339707e-08,4.460696e-07,0.00011228721,0.0049903784,0.07081568,0.07313642
43,2013-06-22,2.5217359e-08,2.508148e-07,7.1085895e-05,0.0035473336,0.057143565,0.085804716
43,2022-06-20,3.940262e-08,3.3501448e-07,9.007199e-05,0.004201117,0.063279286,0.098125376
43,2016-12-24,3.8364533e-08,4.47518e-07,0.00011258161,0.0050003403,0.07090166,0.072954305
44,2013-06-22,2.5069415e-08,2.4910366e-07,7.0716895e-05,0.0035342209,0.057015993,0.085892625
44,2022-06-20,3.942492e-08,3.3495e-07,9.007377e-05,0.0042014588,0.0632845,0.09819139
44,2016-12-24,3.8162742e-08,4.4402344e-07,0.00011195538,0.0049818307,0.07075755,0.07313979
45,2013-06-22,2.503439e-08,2.47404e-07,7.038137e-05,0.0035227356,0.05690992,0.08632961
45,2022-06-20,3.9230382e-08,3.3362335e-07,8.978343e-05,0.004191575,0.06319286,0.09811624
45,2016-12-24,3.842502e-08,4.4759622e-07,0.00011271083,0.005007801,0.070994794,0.07304045
46,2013-06-22,2.5026697e-08,2.4774585e-07,7.046966e-05,0.0035266438,0.056955233,0.08619281
46,2022-06-20,3.926054e-08,3.33863e-07,8.984883e-05,0.00419427,0.06322217,0.09811725
46,2016-12-24,3.8127272e-08,4.4416464e-07,0.00011203665,0.0049864734,0.070815675,0.07305077
47,2013-06-22,2.4649179e-08,2.4472843e-07,6.9797345e-05,0.003502978,0.05672895,0.0859854
47,2022-06-20,3.9330825e-08,3.3399076e-07,8.985934e-05,0.004193753,0.06320974,0.09824215
47,2016-12-24,3.834088e-08,4.456082e-07,0.000112316426,0.00499444,0.07087337,0.073203295
48,2013-06-22,2.4624828e-08,2.4446058e-07,6.97466e-05,0.0035013831,0.05671499,0.08599516
48,2022-06-20,3.9134726e-08,3.3289987e-07,8.962362e-05,0.0041860514,0.063141204,0.0980985
48,2016-12-24,3.7922383e-08,4.4138372e-07,0.00011149206,0.0049685226,0.07065329,0.07312521
49,2013-06-22,2.4683944e-08,2.450396e-07,6.989434e-05,0.0035074286,0.05678211,0.08599094
49,2022-06-20,3.94084e-08,3.3452883e-07,8.999894e-05,0.0041992078,0.06326634,0.098267265
49,2016-12-24,3.7688835e-08,4.3913684e-07,0.00011106349,0.0049557323,0.07055368,0.0730618
50,2013-06-22,2.4753689e-08,2.4511186e-07,6.993792e-05,0.0035095494,0.056808744,0.086185895
50,2022-06-20,3.9217536e-08,3.3391635e-07,8.9844005e-05,0.004193894,0.063216895,0.09800768
50,2016-12-24,3.7681723e-08,4.3840942e-07,0.00011094562,0.0049523986,0.070528366,0.07316299
51,2013-06-22,2.4483093e-08,2.4325814e-07,6.94989e-05,0.0034933428,0.056645006,0.08593661
51,2022-06-20,3.935938e-08,3.3453105e-07,9.001559e-05,0.0042006467,0.06328796,0.098154865
51,2016-12-24,3.7609095e-08,4.3817423e-07,0.00011091943,0.004952564,0.07053861,0.0730684
52,2013-06-22,2.4540443e-08,2.4295645e-07,6.94737e-05,0.0034933432,0.056654457,0.08621568
52,2022-06-20,3.9201574e-08,3.3293722e-07,8.9694215e-05,0.004190152,0.06319491,0.09823246
52,2016-12-24,3.7931756e-08,4.4034877e-07,0.00011143718,0.004971176,0.07071565,0.073294885
53,2013-06-22,2.4478883e-08,2.4357223e-07,6.9579946e-05,0.0034969386,0.056687273,0.085818306
53,2022-06-20,3.894602e-08,3.298144e-07,8.9034176e-05,0.004167189,0.062977634,0.0985116
53,2016-12-24,3.7579657e-08,4.359305e-07,0.000110512694,0.004939585,0.07042543,0.07337176
54,2013-06-22,2.4372822e-08,2.4275957e-07,6.941294e-05,0.0034916215,0.05664229,0.08574493
54,2022-06-20,3.9004153e-08,3.3110211e-07,8.930337e-05,0.004176716,0.063068815,0.098289244
54,2016-12-24,3.736258e-08,4.345936e-07,0.00011028752,0.004934437,0.07040133,0.07319043
55,2013-06-22,2.4288457e-08,2.4099407e-07,6.902974e-05,0.0034774665,0.05649955,0.08605837
55,2022-06-20,3.943956e-08,3.3467595e-07,9.007551e-05,0.004203243,0.06331704,0.09829229
55,2016-12-24,3.7320095e-08,4.3445624e-07,0.00011024711,0.0049327104,0.07038097,0.07313685
56,2013-06-22,2.4442262e-08,2.4278893e-07,6.942821e-05,0.003491966,0.05664338,0.08595729
56,2022-06-20,3.889444e-08,3.3067263e-07,8.9223e-05,0.0041746977,0.06305626,0.09815729
56,2016-12-24,3.7260254e-08,4.3270285e-07,0.00010990836,0.0049217055,0.07028689,0.07330965
57,2013-06-22,2.4303867e-08,2.419263e-07,6.9219284e-05,0.003484169,0.056563634,0.08579998
57,2022-06-20,3.920002e-08,3.321083e-07,8.953922e-05,0.004184938,0.06314653,0.09845392
57,2016-12-24,3.72261e-08,4.3338108e-07,0.00011005387,0.0049272664,0.07034191,0.0731374
58,2013-06-22,2.4230552e-08,2.4088038e-07,6.9002686e-05,0.0034767704,0.056495633,0.085909225
58,2022-06-20,3.8811926e-08,3.3005998e-07,8.910161e-05,0.004170988,0.06302637,0.0981372
58,2016-12-24,3.7169535e-08,4.3062167e-07,0.00010958047,0.0049135415,0.070237964,0.07347524
59,2013-06-22,2.4213392e-08,2.408117e-07,6.901018e-05,0.003477918,0.05651543,0.08587426
59,2022-06-20,3.8493777e-08,3.2695002e-07,8.8457986e-05,0.004149477,0.06283113,0.09826868
59,2016-12-24,3.7008395e-08,4.303233e-07,0.00010954379,0.0049138404,0.07025285,0.073227406
